id,runDuration
56704595,116.3
56704597,24.93
56704598,20
56704601,39.45
56704602,35.17
56704605,27.21
56704606,89.68
56704607,27.81
56704608,35.94
56704609,20
56704610,20
56704611,20
56704612,20
56704613,20
56704614,20
56704616,20
56704617,108.22
56704619,20
56704621,29.38
56704623,46.95
56704624,20
56704625,68.8
56704626,20
56704627,80.72
56704629,26.89
56704630,151.99
56704631,29.5
56704632,20
56704633,31.09
56704634,97.66
56704635,20
56704636,68.13
56704637,114.89
56704638,20
56704639,20
56704640,76.2
56704642,57.05
56704643,39.53
56704644,20
56704645,20
56704647,28.42
56704648,30.76
56704649,20
56704650,40.87
56704652,20
56704653,20
56704655,30.82
56704656,20
56704657,21.21
56704658,20
56704661,20
56704662,20
56704663,26.76
56704664,20
56704666,20
56704668,20
56704670,20
56704671,20
56704672,20
56704673,20
56704675,38.32
56704676,103.68
56704677,20
56704678,57.98
56704679,26.48
56704681,20
56704683,32.47
56704686,32.47
56704687,32.79
56704688,31.96
56704689,22.49
56704690,20
56704691,20
56704693,20
56704694,42.01
56704701,96.19
56704702,20
56704703,37.17
56704704,46.16
56704705,116.64
56704706,54.79
56704707,57.24
56704708,27.97
56704709,22.13
56704712,38.48
56704713,23.27
56704716,43.65
56704718,40.06
56704726,25.99
56704727,45.31
56704728,20
56704729,479.82
56704730,65.75
56704731,233.7
56704732,40.65
56704736,59.66
56704737,71.62
56704738,53.76
56704740,20
56704741,56.89
56704742,362.33
56704746,20
56704747,20
56704749,251.7
56704751,77.02
56704753,65.36
56704754,33.66
56704755,22.54
56704756,20
56704757,61.37
56704758,59.89
56704763,20
56704766,66.44
56704767,62.43
56704768,20
56704770,89.68
56704772,38.4
56704773,238.72
56704777,238.72
56704780,20
56704785,71.92
56704786,52.33
56704794,234.34
56704802,27.58
56704804,181.37
56704805,181.37
56704807,270.96
56704808,91.68
56704810,134.11
56704813,129.79
56704814,27.95
56704815,60.3
56704817,22.98
56704818,40.07
56704824,20
56704826,20
56704828,20
56704841,36.16
56704845,20
56704848,500
56704850,20
56704851,52.33
56704852,20
56704854,52.33
56704855,91.18
56704856,32.22
56704858,135.16
56704859,153.7
56704860,20
56704861,255.89
56704863,94.79
56704864,52.91
56704866,69.77
56704871,67.67
56704876,75.04
56704878,20
56704880,27.33
56704882,49.81
56704883,55.39
56704884,116.16
56704886,57.12
56704889,47.29
56704890,20
56704892,59.18
56704893,20
56704894,149.21
56704895,80.99
56704898,177.95
56704901,133.7
56704902,37.32
56704903,20
56704904,20
56704905,20
56704906,20
56704907,22.57
56704908,130.79
56704910,20
56704911,41.96
56704915,81.23
56704918,157.99
56704921,164.93
56704924,20
56704929,20
56704930,341.92
56704932,500
56704937,20
56704938,20
56704939,20
56704940,292.33
56704942,225.07
56704943,20
56704945,95.43
56704946,20
56704948,28.86
56704949,20
56704950,20
56704951,20
56704953,81.95
56704954,148.05
56704955,20
56704956,20.09
56704962,45.82
56704963,20
56704965,76.37
56704966,121.86
56704967,22.85
56704968,20
56704969,43.11
56704970,53.26
56704971,20
56704972,101.83
56704973,31.18
56704975,47
56704978,215.07
56704979,27.07
56704980,56.36
56704981,20
56704982,37.2
56704983,30.3
56704984,21.7
56704985,31.02
56704987,24.2
56704989,26.82
56704990,55.42
56704991,20.25
56704992,26.04
56704993,160.39
56704995,25.19
56704996,59.47
56704997,29.78
56704998,24.55
56705000,22.64
56705001,20
56705002,65.11
56705003,75.3
56705004,500
56705006,56.64
56705007,65.51
56705009,201.1
56705012,49.38
56705013,36.86
56705014,20
56705017,20
56705018,69.92
56705019,46.04
56705020,20
56705021,67.84
56705022,22.59
56705024,230.67
56705025,20
56705026,111.4
56705028,29.62
56705030,120.93
56705033,20
56705034,62.32
56705035,26.39
56705036,287.12
56705038,20
56705041,46.44
56705043,20
56705046,22.84
56705047,49.19
56705049,30.21
56705050,56.38
56705053,40.14
56705055,20
56705061,31.24
56705062,30.13
56705067,20
56705068,37.86
56705069,35.93
56705070,20
56705072,20
56705074,20.04
56705075,54.29
56705077,47.35
56705078,29.43
56705079,20
56705083,20
56705084,27.35
56705085,20
56705086,27.75
56705087,21.39
56705088,20
56705089,24.44
56705090,24.53
56705092,36.02
56705094,20
56705097,20
56705099,20
56705100,52.22
56705101,22.55
56705102,20
56705104,181.78
56705107,97.4
56705109,78.01
56705111,197.81
56705114,87.81
56705117,168.84
56705125,20
56705126,31.67
56705127,50.91
56705128,20
56705130,64.89
56705131,173.61
56705132,89.5
56705134,107.88
56705135,40.43
56705136,281.92
56705137,108.04
56705138,20
56705142,30.53
56705143,68.45
56705145,20
56705146,65.33
56705147,20
56705148,28.91
56705149,73.54
56705150,96.16
56705151,33.12
56705152,61.7
56705153,92.88
56705154,120.09
56705156,40.08
56705158,24.66
56705159,47.84
56705160,48.84
56705161,20
56705162,31.4
56705163,24.42
56705164,20
56705165,20
56705167,73.63
56705168,58.96
56705171,41.12
56705173,92.6
56705175,20
56705177,22.04
56705178,102.1
56705179,20.78
56705181,36.11
56705182,20
56705183,20
56705184,20
56705185,20
56705186,20
56705187,20
56705188,20
56705189,24.17
56705190,24.23
56705191,26.09
56705192,20
56705193,38.4
56705194,20
56705195,20
56705196,29.19
56705197,20
56705198,20
56705199,33.56
56705202,24.01
56705203,249.04
56705204,68.89
56705205,35.87
56705206,63.74
56705207,20
56705208,20
56705210,22.71
56705211,66.81
56705212,118.66
56705213,55.91
56705214,20
56705215,20
56705218,20
56705219,20
56705220,20
56705221,20
56705223,26.36
56705224,25.98
56705225,25.98
56705226,20
56705227,20
56705228,85.43
56705229,20.11
56705230,20
56705232,20
56705233,20
56705234,39.37
56705235,69.84
56705236,80.09
56705237,66.58
56705239,20
56705241,46.86
56705242,20
56705244,22.91
56705245,20
56705247,37.03
56705248,20
56705249,20
56705250,20
56705251,20
56705252,25.45
56705253,31.56
56705254,20.47
56705255,20
56705256,20
56705257,20
56705258,20
56705259,20
56705260,24.5
56705261,20
56705262,20
56705263,20
56705264,36.41
56705265,85.79
56705266,27.03
56705267,51.53
56705268,57.99
56705269,106.94
56705270,28.79
56705271,52.65
56705272,28.21
56705273,20
56705274,90.72
56705275,20
56705276,51.97
56705277,20
56705278,20
56705279,242.85
56705280,20
56705281,20
56705282,20.37
56705283,20
56705284,404.11
56705285,20
56705286,20
56705287,159.3
56705289,173.61
56705291,86.54
56705296,284.66
56705298,34.47
56705301,20
56705302,20
56705303,23.39
56705304,52.53
56705305,361.1
56705306,361.1
56705308,144.52
56705310,20
56705311,20
56705312,26.26
56705313,20
56705314,20.51
56705315,20
56705316,20
56705317,20
56705318,20
56705319,20
56705320,26.85
56705321,20
56705322,20
56705323,37.86
56705324,20
56705325,20
56705326,25.9
56705328,32.42
56705330,20
56705331,20
56705333,76.06
56705334,142.88
56705335,71.44
56705336,66.03
56705337,63.5
56705338,87.12
56705339,20
56705340,20
56705341,26.81
56705342,20
56705343,20
56705344,88.29
56705345,20
56705346,20
56705347,20
56705348,25.65
56705349,42.93
56705350,20
56705351,62.91
56705352,131.67
56705353,165.55
56705354,110.37
56705355,100.18
56705356,77.87
56705359,94.13
56705360,20
56705362,500
56705364,500
56705367,243.42
56705368,91.31
56705369,64.25
56705370,40.15
56705371,118.3
56705372,196.44
56705373,91.78
56705374,196.44
56705375,317.95
56705376,45.64
56705377,191.05
56705378,45.89
56705380,20
56705381,45.65
56705382,20
56705383,37.51
56705384,25.61
56705385,33.61
56705386,44.09
56705388,37.28
56705389,20
56705390,30.77
56705391,27.06
56705392,24.87
56705393,35.6
56705395,34.96
56705396,31.69
56705397,29.71
56705398,43.55
56705399,26.07
56705400,25.98
56705401,46.31
56705402,30.67
56705403,35.21
56705404,20
56705406,43.75
56705407,20
56705408,59.88
56705409,48.25
56705410,166.71
56705412,40.46
56705414,25.7
56705415,24.44
56705416,20
56705418,20
56705419,44.42
56705420,20
56705421,20.84
56705422,20
56705423,20
56705425,20
56705426,22.73
56705427,20
56705428,80.27
56705430,40.91
56705431,49.45
56705432,56.96
56705433,20
56705434,42.37
56705435,26.84
56705436,33.3
56705437,59.34
56705438,21.38
56705439,20.81
56705440,35.66
56705441,35.63
56705442,105.75
56705443,34.52
56705444,43.27
56705445,45.65
56705446,27.81
56705448,120.38
56705449,20
56705450,27.89
56705452,107.03
56705453,292.37
56705455,33.65
56705456,32.31
56705457,38.25
56705458,69.44
56705459,47.85
56705460,20
56705461,20
56705462,75.24
56705463,240.77
56705464,260.41
56705465,59.42
56705466,22.47
56705467,29.95
56705468,59.42
56705469,122.27
56705470,101.42
56705471,98.67
56705472,237.37
56705473,98.67
56705474,213.97
56705475,86.03
56705477,131.29
56705478,500
56705479,296.71
56705480,500
56705481,54.35
56705482,70.07
56705483,192.05
56705484,87.08
56705487,92.84
56705488,25.8
56705489,44.23
56705490,20
56705491,260.41
56705492,142.19
56705493,68.71
56705494,142.19
56705495,64.25
56705497,20
56705499,395.62
56705500,500
56705502,296.71
56705507,128.27
56705508,237.81
56705509,296.71
56705510,320.68
56705513,118.68
56705514,75.26
56705515,260.41
56705516,131.78
56705518,395.62
56705520,80.16
56705521,20
56705522,173.61
56705526,284.38
56705528,58.93
56705531,173.52
56705532,20
56705534,114.52
56705535,96.39
56705536,53.89
56705538,59.08
56705539,40.68
56705540,114.52
56705541,113.75
56705543,20.04
56705544,142.19
56705547,292.33
56705548,134.52
56705549,24.18
56705550,72.94
56705551,20
56705552,500
56705553,260.41
56705554,142.33
56705555,152.4
56705556,173.61
56705557,94.93
56705558,194.89
56705559,203.2
56705560,71.1
56705562,63.21
56705563,36.58
56705564,68.77
56705565,57.26
56705566,44.15
56705567,142.19
56705569,130.59
56705570,130.21
56705571,27.33
56705572,44.29
56705573,33.62
56705574,50.47
56705575,111.96
56705576,23.73
56705577,65.39
56705578,189.59
56705581,284.38
56705582,142.33
56705583,151.99
56705585,284.38
56705586,77.91
56705587,137.78
56705591,134.95
56705592,24.51
56705593,45.11
56705594,56.88
56705595,59.97
56705600,127.26
56705601,55.49
56705602,90.33
56705603,86.8
56705612,158.03
56705615,284.66
56705616,33.9
56705617,30.91
56705618,260.41
56705624,260.41
56705625,131.01
56705628,106.48
56705632,189.59
56705634,52.77
56705635,104.16
56705637,142.19
56705638,71.44
56705639,189.86
56705640,84.11
56705642,114.3
56705643,114.3
56705645,193.42
56705646,285.75
56705648,65.1
56705649,50.9
56705652,274.11
56705654,173.61
56705655,260.41
56705656,73.22
56705657,105.34
56705658,65.1
56705660,67.84
56705662,85.57
56705664,158.84
56705666,142.19
56705667,20.98
56705669,58.46
56705670,130.21
56705671,111.4
56705672,104.66
56705673,65.42
56705674,89.26
56705675,130.21
56705676,130.21
56705678,104.16
56705679,296.71
56705680,57.87
56705681,130.55
56705682,260.41
56705683,149.59
56705691,158.77
56705692,130.21
56705694,33.68
56705695,173.61
56705696,113.75
56705697,71.2
56705698,63.62
56705701,260.41
56705702,28.33
56705703,103.33
56705704,190.87
56705710,173.61
56705713,173.61
56705715,130.21
56705716,173.61
56705722,31.28
56705726,155.07
56705728,82
56705730,30.71
56705734,40.09
56705736,121.81
56705737,173.61
56705738,81.25
56705740,71.81
56705741,24.04
56705742,28.09
56705743,86.77
56705744,320.68
56705745,190.05
56705747,85.6
56705748,122.08
56705750,27.08
56705752,26.97
56705753,158.63
56705754,189.59
56705755,86.8
56705756,94.89
56705759,189.77
56705760,94.79
56705762,48.56
56705763,97.81
56705764,94.69
56705765,24.31
56705767,39.88
56705768,74.4
56705769,60.96
56705771,32.36
56705772,35.95
56705773,34.26
56705775,32.55
56705776,81.33
56705777,30.24
56705778,34.87
56705779,113.75
56705781,500
56705782,303.15
56705785,298.22
56705786,171.3
56705787,119.29
56705788,298.22
56705789,99.41
56705790,397.63
56705791,20
56705792,48.42
56705793,34.34
56705794,35.91
56705795,39.43
56705796,33.65
56705797,68.49
56705798,169.54
56705799,42.22
56705801,114.18
56705802,132.24
56705803,133.7
56705804,29.76
56705805,127.67
56705806,79.78
56705807,20
56705808,29.38
56705809,33.07
56705810,29.17
56705811,27.11
56705813,26.74
56705814,189.59
56705815,52.15
56705819,20
56705820,20
56705821,20
56705822,21.13
56705823,20.6
56705824,30.2
56705826,100.55
56705828,203.47
56705832,189.59
56705833,114.52
56705834,238.7
56705835,106.99
56705837,20
56705838,20
56705839,20
56705852,158.75
56705865,240.82
56705867,123.51
56705868,315.34
56705879,121.64
56705880,47.5
56705881,193.97
56705882,20
56705883,20
56705884,203.47
56705890,104.86
56705894,107.4
56705895,105.6
56705896,94.38
56705897,94.38
56705898,63.56
56705904,26.54
56705905,38.09
56705906,26.54
56705907,58.12
56705910,92.47
56705911,106.94
56705912,80.3
56705913,189.59
56705915,50.22
56705916,64.6
56705917,64.6
56705918,49.04
56705921,31.24
56705922,28.82
56705928,84.97
56705930,113.75
56705932,79.86
56705941,135.75
56705942,116.36
56705943,95.34
56705944,316.16
56705945,92.68
56705948,169.38
56705950,68.76
56705956,41.07
56705957,41.83
56705958,112.33
56705960,54.25
56705962,62.23
56705963,39.97
56705968,113.82
56705971,44.47
56705972,78.9
56705973,70.8
56705974,31.45
56705978,43.59
56705979,43.59
56705980,82.47
56705981,45.68
56705982,121.71
56705987,140
56705992,28.24
56705994,114.85
56705995,216.99
56705996,62
56705998,23.38
56705999,20.8
56706002,187.33
56706007,55.63
56706025,439.67
56706035,153.2
56706052,81.86
56706053,20
56706054,23.65
56706055,71.23
56706056,20
56706057,65.35
56706058,55.99
56706059,20
56706060,22.36
56706066,243.46
56706068,259.34
56706069,20
56706072,93.46
56706079,141.16
56706085,26.3
56706087,164.99
56706088,183.38
56706093,29.88
56706095,20
56706097,319.04
56706098,132.6
56706100,20
56706101,20.16
56706102,24.26
56706104,99.91
56706105,155.07
56706107,213.52
56706110,43.94
56706112,79.27
56706113,279.59
56706114,88.46
56706117,154.38
56706120,500
56706122,20
56706123,20
56706124,20
56706125,20
56706127,57.89
56706129,20
56706130,59.3
56706140,314.82
56706141,468.49
56706143,234.52
56706144,101.71
56706177,452.88
56706185,37.37
56706189,115.29
56706222,102.32
56706229,216.23
56706245,168.17
56706272,59.82
56706292,253.63
56706307,283.74
56706315,161.96
56706317,72
56706331,30.04
56706333,396.31
56706372,500
56706410,20
56706411,32.55
56706424,413.97
56706431,72.6
56706432,104.11
56706433,48.27
56706434,43.72
56706437,146.46
56706438,27.68
56706439,67.95
56706440,109.83
56706441,87.4
56706442,20
56706443,20
56706444,20
56706447,20
56706451,20.96
56706456,158.9
56706458,441.37
56706461,447.87
56706462,55.1
56706465,37.74
56706466,30.26
56706469,20
56706472,48.13
56706473,146.64
56706474,51.03
56706475,34.27
56706476,34.27
56706478,20
56706479,27.74
56706484,42.69
56706486,59.43
56706490,25.32
56706491,20
56706493,113.75
56706499,21.38
56706500,34.64
56706501,38.1
56706502,61.02
56706503,156.16
56706504,34.19
56706505,36.98
56706506,20
56706507,20
56706508,46.57
56706509,20
56706510,20
56706513,20.8
56706514,20
56706515,23.91
56706516,47.83
56706517,24.8
56706518,20
56706519,23.8
56706520,20.76
56706521,111.71
56706522,120.62
56706523,127.67
56706524,127.67
56706525,122.74
56706526,127.67
56706527,127.67
56706528,127.67
56706529,127.67
56706530,127.67
56706531,127.67
56706532,122.74
56706533,127.67
56706536,41.5
56706537,25.27
56706538,32.33
56706539,43.35
56706540,31.23
56706542,26.6
56706543,32.86
56706544,26.6
56706545,27.93
56706546,31.04
56706547,26.6
56706548,37.24
56706549,26.02
56706550,34.91
56706551,31.04
56706552,50.78
56706553,46.55
56706554,61.44
56706555,51.99
56706557,39.36
56706558,62.24
56706559,44.19
56706560,41.8
56706561,33.23
56706566,101.57
56706567,236.16
56706568,51.76
56706569,47.08
56706570,41.56
56706571,52.64
56706572,160.46
56706579,28.32
56706580,20.48
56706581,20
56706582,32.09
56706583,55.01
56706622,29.47
56706623,26.2
56706624,35.95
56706625,34.34
56706626,21.25
56706628,45.27
56706629,20
56706630,44.97
56706633,20
56706634,57.57
56706635,35.02
56706636,36.42
56706637,35.02
56706638,32.51
56706640,104.46
56706641,29.82
56706642,42.93
56706643,76.29
56706644,132.26
56706647,107.12
56706648,132.6
56706661,500
56706669,20
56706675,50.8
56706677,91.77
56706682,315.89
56706683,315.89
56706684,416.71
56706690,416.71
56706691,416.71
56706692,416.71
56706710,20
56706711,20
56706713,218.08
56706714,92.72
56706716,137.17
56706717,118.14
56706718,72.94
56706719,53.66
56706720,86.93
56706721,62.96
56706722,205.41
56706734,20
56706735,29.59
56706736,55.96
56706737,113.86
56706742,52.89
56706744,65.84
56706745,37.92
56706754,20
56706756,20
56706757,20
56706758,20
56706759,20
56706764,21.73
56706765,28.7
56706766,23.1
56706768,23.16
56706769,59.14
56706770,20
56706771,51.12
56706772,26.24
56706773,107.26
56706774,32.6
56706775,27.95
56706777,36.33
56706778,20
56706779,22.9
56706781,71.1
56706782,39.54
56706783,142.19
56706796,500
56706798,363.42
56706799,340.82
56706801,127.36
56706802,245.75
56706803,39.87
56706804,136.13
56706805,143.51
56706807,142.43
56706808,305.62
56706811,117.84
56706813,20
56706814,74.33
56706815,90
56706816,20
56706817,20
56706818,33.47
56706819,20.74
56706820,30.27
56706821,28.46
56706824,48.55
56706825,162.67
56706828,26.06
56706834,99.26
56706837,73.83
56706839,20
56706841,59.4
56706842,84
56706857,20.07
56706860,82.33
56706861,31.13
56706862,75.27
56706863,40.05
56706872,159.59
56706891,20
56706892,33.04
56706927,50.55
56706931,60.94
56706934,62.38
56706935,124.66
56706938,500
56706943,105.71
56706944,102.83
56706946,20
56706947,46.25
56706948,72.97
56706949,36.93
56706950,42.4
56706951,116.07
56706952,30.83
56706954,117.48
56706955,132
56706956,48.56
56706959,20
56706960,64.32
56706963,335.97
56706965,20
56706966,20
56706968,76.95
56706970,20
56706972,500
56706974,31.59
56706978,93.23
56706980,23.61
56706981,30.69
56706982,20
56706983,23.5
56706984,26.38
56706985,20
56706986,36.79
56706987,62.67
56706988,62.6
56706989,37.18
56706990,124.18
56706991,326.58
56706992,54.86
56706993,20
56706994,147.81
56706995,20
56706996,20
56707001,20
56707002,20
56707003,20
56707004,20
56707005,95.31
56707006,20
56707007,40.74
56707009,42.2
56707010,20
56707013,20
56707014,49.96
56707015,20
56707016,20
56707017,36.33
56707018,21.43
56707019,20
56707020,20
56707022,36.68
56707023,20
56707024,21.58
56707025,66.33
56707026,135.17
56707027,20
56707028,20
56707029,20
56707030,299.86
56707031,68.57
56707032,20
56707033,24.48
56707035,38.53
56707036,63.04
56707037,20
56707039,27.12
56707040,31.02
56707041,42.81
56707042,32.69
56707043,20
56707044,39.14
56707048,56.05
56707051,200.68
56707052,200.68
56707053,200.68
56707054,200.68
56707055,200.68
56707056,200.68
56707057,200.68
56707058,200.68
56707059,267.58
56707060,200.68
56707061,200.14
56707062,41.82
56707063,137.12
56707064,212.53
56707065,139.18
56707066,212.53
56707067,139.18
56707074,20
56707075,20
56707076,21.74
56707077,20
56707078,20
56707079,24.85
56707080,43.74
56707081,20
56707082,36.24
56707083,37.82
56707084,34.22
56707085,53.62
56707086,22.42
56707087,59.95
56707088,71.13
56707089,51.39
56707090,28.27
56707091,46.44
56707092,40.73
56707093,20
56707094,20
56707095,32.7
56707096,68.05
56707097,50.03
56707098,20
56707099,27.55
56707100,30.62
56707101,20.56
56707102,23.29
56707103,20
56707104,26.81
56707105,20
56707106,21.76
56707107,31.51
56707108,25.32
56707109,50.96
56707110,20.42
56707111,29.57
56707114,89.26
56707115,89.26
56707116,89.26
56707117,89.26
56707118,89.26
56707119,89.26
56707120,89.26
56707121,151.6
56707122,151.6
56707123,151.6
56707124,151.6
56707125,151.6
56707127,151.6
56707128,151.6
56707130,89.26
56707131,89.26
56707132,89.26
56707133,89.59
56707134,169.12
56707135,139.27
56707136,139.27
56707137,139.27
56707138,139.27
56707139,202.95
56707140,202.95
56707141,174.03
56707142,162.36
56707143,270.59
56707144,202.95
56707145,202.95
56707146,202.95
56707147,202.95
56707152,139.27
56707153,139.27
56707154,139.27
56707155,139.27
56707156,139.27
56707157,139.27
56707158,139.27
56707159,139.27
56707160,139.27
56707161,139.27
56707162,41.78
56707163,139.27
56707164,139.27
56707165,139.27
56707166,139.27
56707167,139.27
56707168,139.27
56707169,139.27
56707170,139.27
56707171,139.27
56707172,139.27
56707173,159.36
56707174,139.27
56707175,83.56
56707176,139.27
56707177,139.27
56707178,139.27
56707179,139.27
56707180,104.45
56707181,41.78
56707182,104.45
56707183,104.45
56707184,69.63
56707185,104.45
56707186,69.63
56707187,104.45
56707188,104.45
56707189,104.45
56707190,104.45
56707191,104.45
56707192,104.45
56707193,104.45
56707194,69.63
56707195,104.45
56707196,104.45
56707197,69.63
56707198,104.45
56707199,270.59
56707200,59.69
56707247,139.27
56707250,139.27
56707252,208.9
56707280,139.27
56707284,208.9
56707286,104.45
56707287,85.1
56707288,104.45
56707289,104.45
56707290,104.45
56707291,104.45
56707292,104.45
56707293,69.63
56707294,104.45
56707295,104.45
56707296,104.45
56707306,228.63
56707307,228.63
56707308,127.01
56707309,228.63
56707310,79.38
56707311,35.28
56707312,105.84
56707313,79.42
56707314,105.84
56707315,105.89
56707316,105.84
56707317,94.85
56707318,87.63
56707319,62.11
56707320,68.18
56707321,42.34
56707322,75.36
56707324,83.56
56707326,149.86
56707327,119.32
56707328,228.63
56707329,119.32
56707330,27.85
56707332,217.6
56707333,95.45
56707334,95.45
56707335,53.03
56707366,200.09
56707367,193.29
56707369,111.71
56707370,129.13
56707375,93.11
56707377,210.41
56707378,93.42
56707379,140.27
56707380,116.78
56707381,116.78
56707382,140.27
56707388,140.27
56707389,101.92
56707390,101.92
56707391,81.53
56707392,101.92
56707393,42.47
56707394,37.9
56707395,101.92
56707396,50.96
56707397,105.21
56707398,129.13
56707399,96.85
56707400,96.85
56707401,191.51
56707402,191.51
56707403,63.84
56707404,191.51
56707405,66.73
56707406,66.7
56707407,100.05
56707408,120.11
56707416,133.52
56707420,129.13
56707421,129.13
56707422,129.13
56707423,193.7
56707424,387.4
56707425,193.7
56707426,20
56707428,91.13
56707429,20
56707431,20.55
56707432,44.01
56707433,34.88
56707434,46.05
56707435,45.01
56707436,42.63
56707437,72.53
56707438,37.88
56707439,20
56707440,20
56707441,20
56707442,20
56707443,20
56707445,21.37
56707448,39.86
56707451,106.3
56707453,75.07
56707454,44.16
56707455,79.02
56707456,194.25
56707457,62.56
56707458,31.28
56707459,62.97
56707460,62.97
56707461,62.97
56707462,47.23
56707463,94.45
56707464,94.45
56707465,75.56
56707466,75.56
56707467,125.94
56707468,75.56
56707469,53.97
56707470,94.45
56707471,125.94
56707472,125.94
56707473,94.45
56707474,125.94
56707475,125.94
56707476,53.97
56707477,125.94
56707478,125.94
56707479,125.94
56707480,125.94
56707482,21.04
56707485,162.52
56707493,96.3
56707494,96.3
56707495,96.3
56707496,77.04
56707497,96.3
56707509,133.24
56707510,37.05
56707511,102.88
56707512,99.93
56707513,66.26
56707514,99.38
56707515,76.6
56707516,79.51
56707517,79.51
56707518,99.38
56707519,99.38
56707520,99.38
56707521,127.67
56707522,99.04
56707523,20
56707524,143.11
56707526,123.29
56707527,99.63
56707529,123.29
56707531,192.6
56707537,147.33
56707538,385.21
56707539,196.44
56707540,412.33
56707541,20
56707542,72.54
56707543,101.55
56707544,20
56707545,91.92
56707563,373.97
56707565,373.97
56707566,125.94
56707567,186.99
56707568,186.99
56707569,186.99
56707570,186.99
56707571,373.97
56707572,377.81
56707573,124.66
56707575,186.99
56707576,124.66
56707577,186.99
56707579,192.19
56707584,123.74
56707587,192.19
56707588,185.62
56707589,185.62
56707590,192.19
56707591,61.87
56707593,123.74
56707594,92.81
56707596,130.32
56707597,30.12
56707598,63.44
56707602,204.44
56707603,100.92
56707605,172.34
56707606,46.88
56707607,20
56707608,20
56707609,20
56707610,52.25
56707611,35.08
56707612,86.48
56707613,71.85
56707614,71.85
56707615,95.8
56707616,95.8
56707617,95.8
56707618,95.8
56707619,71.85
56707620,114.96
56707621,114.96
56707622,114.96
56707632,63.25
56707633,55.34
56707634,57.75
56707635,49.5
56707636,57.75
56707637,49.5
56707639,43.29
56707640,51.95
56707641,27.34
56707642,20
56707643,57.75
56707644,54.68
56707645,43.29
56707646,46.85
56707647,51.11
56707648,33.63
56707649,57.72
56707650,23.79
56707651,51.97
56707652,51.97
56707653,51.97
56707654,51.97
56707655,51.97
56707656,51.97
56707657,48.41
56707658,48.36
56707659,64.43
56707660,48.38
56707661,60.48
56707662,30.26
56707673,69.47
56707674,48.63
56707676,48.38
56707677,48.41
56707678,43.88
56707679,30.24
56707680,48.41
56707681,48.41
56707682,53.79
56707683,48.41
56707684,53.76
56707685,48.38
56707686,53.79
56707687,48.41
56707688,48.41
56707689,44.01
56707690,42.47
56707691,47.23
56707692,48.41
56707693,48.41
56707694,46.41
56707695,53.76
56707696,53.76
56707697,48.85
56707698,46.23
56707699,46.23
56707700,50.62
56707701,37.69
56707710,41.24
56707711,51.16
56707712,44.21
56707713,34.09
56707714,32.42
56707715,40.53
56707716,29.47
56707717,20
56707718,45.8
56707719,40.51
56707720,36.02
56707721,40.63
56707722,48.74
56707723,52.88
56707724,52.88
56707725,41.61
56707726,33.62
56707727,60.48
56707728,48.38
56707729,54
56707730,59.3
56707731,59.3
56707732,48.6
56707733,44.21
56707734,54.03
56707735,44.21
56707736,51.69
56707737,34.72
56707738,32.42
56707739,48.63
56707740,40.5
56707741,32.4
56707742,34.72
56707743,25.58
56707744,39.01
56707745,28.48
56707746,45.03
56707747,44.7
56707748,45.71
56707749,43.7
56707750,38.73
56707751,49.32
56707752,40.21
56707753,41.1
56707754,52.84
56707755,52.84
56707756,41.1
56707757,41.13
56707758,45.6
56707759,78.17
56707760,35.18
56707763,42.82
56707764,103.65
56707765,31.07
56707766,58.08
56707767,38.08
56707768,44.36
56707769,58.01
56707770,46.85
56707771,51.53
56707772,70.99
56707773,31.95
56707774,42.42
56707775,28.63
56707776,34.17
56707777,46.05
56707778,30.26
56707779,35.31
56707780,35.31
56707781,36.95
56707782,49.32
56707783,31.15
56707784,40.74
56707785,40.02
56707786,46.48
56707787,29.03
56707788,37.6
56707789,45.74
56707790,65.88
56707791,71.37
56707792,61.17
56707793,171.29
56707794,28.27
56707795,88.85
56707796,51.83
56707797,69.1
56707798,107.56
56707799,134.45
56707800,89.63
56707801,89.63
56707802,124.38
56707803,55.95
56707804,51.83
56707805,65.88
56707806,69.1
56707807,65.75
56707808,88.85
56707809,62.19
56707810,77.74
56707811,50.38
56707812,57.1
56707813,77.74
56707814,44.44
56707815,38.86
56707816,35.87
56707817,61.17
56707818,44.42
56707819,51.81
56707820,42.39
56707821,103.65
56707822,103.65
56707823,88.85
56707824,124.38
56707825,62.19
56707826,124.38
56707827,207.31
56707828,88.88
56707829,155.48
56707830,77.77
56707831,234.11
56707832,124.38
56707833,77.72
56707834,46.63
56707835,107.05
56707836,56.56
56707837,20.52
56707838,21.41
56707839,39.29
56707840,28.48
56707841,33.32
56707842,45.08
56707843,45.08
56707844,47.6
56707845,47.58
56707846,65.9
56707847,50.39
56707848,48.84
56707849,45.96
56707850,39.07
56707851,45.96
56707852,55.81
56707853,86.82
56707854,86.82
56707855,78.19
56707856,40.78
56707857,60.11
56707858,45.96
56707859,124.38
56707860,107.62
56707861,40.97
56707862,22.78
56707863,20
56707864,91.99
56707866,34.38
56707870,32.64
56707871,20
56707872,20
56707875,79.75
56707876,88.61
56707877,91.92
56707878,92.05
56707879,92.88
56707886,168.04
56707887,111.21
56707888,269.59
56707889,35.96
56707893,263.29
56707896,377.53
56707897,324.93
56707898,201.1
56707900,500
56707919,180.27
56707921,313.29
56707922,86.4
56707924,290.96
56707927,214.7
56707928,254.98
56707930,63.4
56707932,189.59
