id,runDuration
56692091,113.37
56692092,22.71
56692093,25.12
56692094,34.18
56692096,21.69
56692097,44.43
56692098,48.13
56692099,20
56692101,20
56692102,20
56692103,20
56692104,67.24
56692106,20
56692108,20
56692109,20
56692110,198.79
56692111,20
56692114,20
56692115,210.55
56692116,45.83
56692117,119.33
56692119,57.26
56692120,149.86
56692121,28.2
56692128,43.23
56692129,43.55
56692130,20
56692131,31.88
56692132,20
56692133,52.26
56692134,479.18
56692135,20
56692136,20
56692137,20
56692140,82.94
56692141,20
56692142,39.73
56692144,20
56692145,36.14
56692147,247.76
56692148,21.16
56692151,37.56
56692152,47.47
56692153,126.27
56692154,261.42
56692155,30.11
56692156,20
56692157,31.69
56692158,20
56692160,20
56692161,20
56692162,53.61
56692163,63.62
56692164,26.51
56692165,45.44
56692166,26.51
56692167,44.08
56692168,79.52
56692170,53.01
56692171,30.29
56692174,112.94
56692175,20
56692176,25.34
56692177,215.89
56692178,20
56692179,20
56692180,20
56692181,64
56692182,26.78
56692183,20
56692184,76.2
56692187,41.9
56692188,53.46
56692189,38.77
56692190,70.57
56692191,20
56692192,24.93
56692193,42.08
56692194,144.19
56692195,20
56692197,20
56692198,20
56692199,20
56692200,20
56692201,20
56692202,20
56692203,20
56692207,33.89
56692208,20
56692209,20
56692212,20
56692213,33.71
56692214,20
56692215,20
56692218,20
56692219,80.68
56692220,57.17
56692222,80.37
56692223,106.25
56692224,20
56692225,20
56692226,28.57
56692231,77.74
56692232,20
56692233,34.49
56692234,36.16
56692236,331.1
56692237,20
56692238,85.24
56692240,20
56692241,331.1
56692242,111.74
56692245,20
56692246,28.5
56692247,20
56692249,20
56692250,20
56692252,39.1
56692253,20
56692255,20
56692256,95.77
56692257,20
56692259,54.12
56692260,20
56692262,31.37
56692263,20
56692264,47.95
56692267,20
56692269,20
56692270,48.3
56692271,60.55
56692272,20
56692275,27.11
56692277,20
56692278,66.97
56692280,20
56692281,20
56692282,95.97
56692283,71.07
56692284,29.27
56692285,28.78
56692286,215.07
56692290,62.02
56692291,90.65
56692292,209.59
56692293,89.82
56692294,89.82
56692295,38.39
56692297,61.82
56692298,59
56692299,126.58
56692301,218.12
56692302,51.55
56692304,41.54
56692305,51.68
56692306,38.5
56692307,327.38
56692308,67.53
56692309,20
56692310,50.55
56692312,20
56692313,20
56692314,36.72
56692315,20
56692317,43.51
56692318,31.24
56692319,40.45
56692320,146.03
56692322,185.05
56692324,33.46
56692326,63.12
56692327,20
56692328,47.38
56692329,20
56692330,20
56692331,30.72
56692332,36.38
56692333,66.33
56692335,325.62
56692336,20
56692339,20
56692340,25.29
56692342,20
56692343,20
56692345,20
56692346,33.54
56692347,34.28
56692348,20
56692349,23.07
56692350,26.33
56692351,47.1
56692353,20
56692354,20
56692355,31.76
56692356,34.48
56692358,20
56692359,51.42
56692360,65.12
56692363,35.52
56692364,59.76
56692366,20
56692367,29.47
56692369,252.26
56692371,54.27
56692373,220.73
56692378,20
56692379,31.8
56692380,22.72
56692381,20
56692382,39.45
56692384,20
56692387,73.37
56692388,105.84
56692389,62.07
56692390,20
56692391,30.1
56692392,60.35
56692393,20
56692394,20
56692395,20.33
56692397,82.59
56692399,22.52
56692403,51.36
56692404,22.8
56692405,20
56692407,51.04
56692408,87.9
56692410,20
56692411,20
56692412,322.74
56692413,20
56692414,20
56692416,33.11
56692417,433.56
56692418,20
56692419,84.74
56692420,20
56692421,20
56692422,171.92
56692423,27.46
56692427,69.73
56692428,20
56692429,66.89
56692430,28.77
56692432,24.87
56692433,170.68
56692434,41.17
56692436,40.3
56692437,20
56692438,20
56692439,39.03
56692440,22.06
56692443,52.28
56692444,33.22
56692445,220.73
56692449,500
56692454,20
56692455,20
56692456,20
56692457,20
56692458,81
56692459,20
56692460,20
56692461,32.26
56692462,25.67
56692464,129.42
56692468,414.79
56692469,500
56692470,159.91
56692471,218.77
56692473,500
56692474,500
56692479,20
56692481,78.22
56692483,49.63
56692485,41.4
56692486,44.24
56692487,99.34
56692488,20
56692489,20
56692490,20
56692491,40.99
56692492,54.28
56692494,62.47
56692495,55.18
56692496,124.2
56692497,110.37
56692498,20
56692505,351.37
56692506,20
56692508,20
56692510,107.95
56692513,56.95
56692515,28.63
56692518,86.11
56692519,162.12
56692520,33.37
56692521,84.03
56692522,20
56692523,55.32
56692524,20
56692525,33.21
56692526,20
56692529,20
56692530,20
56692532,20
56692533,58.36
56692534,20
56692535,20
56692536,30.96
56692537,38.7
56692539,20
56692547,20
56692548,20
56692549,36.4
56692550,20
56692551,111.74
56692553,178.63
56692554,37.85
56692556,20
56692557,80.73
56692559,60.62
56692563,20
56692565,72.48
56692566,322.6
56692568,129.42
56692569,37.17
56692570,55.87
56692571,33.52
56692572,44.69
56692575,110.37
56692576,20
56692578,20
56692579,20
56692582,20
56692584,53.25
56692585,63.4
56692587,21.84
56692588,22.66
56692589,54.78
56692590,95.3
56692591,216.16
56692593,20
56692594,43.12
56692595,22.43
56692596,220.73
56692597,20
56692598,165.55
56692601,53.93
56692602,435.07
56692603,20
56692604,20
56692605,20
56692606,21.19
56692607,45.33
56692608,90.37
56692610,20
56692611,23.06
56692612,89.4
56692613,20
56692614,20
56692617,20
56692618,49.65
56692619,156.98
56692623,22.79
56692624,20
56692625,38.37
56692626,20
56692627,20
56692628,26
56692629,20
56692630,51.57
56692632,20
56692635,36.52
56692636,20
56692638,20
56692641,90.96
56692644,70.7
56692645,28.24
56692646,20
56692648,20
56692649,20
56692650,20
56692653,23.39
56692654,20
56692655,33.42
56692656,60.2
56692658,36.36
56692660,81.29
56692662,55.98
56692663,42.58
56692665,31.56
56692666,20
56692667,20
56692668,20
56692669,62.74
56692670,26.88
56692671,35.2
56692673,34.67
56692675,58.54
56692678,20
56692679,68.27
56692680,43.17
56692681,20
56692682,97.53
56692683,20
56692684,76.31
56692685,29.09
56692686,20
56692688,29.05
56692689,20
56692690,76.63
56692691,146.3
56692692,27.85
56692693,20
56692694,30.83
56692695,20
56692697,20
56692698,20
56692699,220.73
56692700,20
56692701,41.39
56692702,71.49
56692703,30.79
56692704,47.25
56692705,76.51
56692706,63.56
56692707,42.37
56692708,61.99
56692711,20
56692712,20
56692716,27.89
56692717,161.92
56692718,44.24
56692719,201.77
56692720,40.55
56692721,20
56692722,48.43
56692723,20
56692725,307.53
56692726,83.38
56692727,20
56692729,20
56692730,143.93
56692731,20
56692732,32.17
56692733,20.68
56692734,23.86
56692735,20
56692736,47.63
56692737,20.06
56692738,57.81
56692741,102.69
56692742,149.54
56692743,20
56692745,54.56
56692746,87.03
56692747,95.57
56692748,20
56692749,20
56692750,331.1
56692751,46.25
56692752,38.21
56692753,20
56692754,53.99
56692755,20
56692756,20
56692757,65.72
56692758,20.87
56692759,220.73
56692761,39.47
56692762,20
56692764,38.95
56692765,33.19
56692766,43.4
56692767,20
56692768,20
56692769,51.03
56692771,52.28
56692772,24.95
56692773,113.74
56692774,177
56692775,35.98
56692776,25.56
56692777,48.25
56692778,136.4
56692779,68.36
56692780,43.17
56692782,73.58
56692783,42.62
56692784,20
56692786,24.25
56692790,121.73
56692791,20.37
56692792,30.36
56692793,20
56692794,94.47
56692795,39.83
56692796,32.6
56692797,20
56692798,20
56692799,20
56692800,20
56692801,42.1
56692802,38.63
56692805,20.82
56692806,20
56692807,27.9
56692808,20
56692809,20
56692810,76.18
56692811,20
56692812,20
56692815,35.55
56692816,35.28
56692817,107.92
56692818,20
56692819,20
56692821,20
56692822,20
56692824,20
56692825,26.31
56692826,20
56692827,22.86
56692828,20
56692829,20
56692830,20
56692831,20
56692833,20
56692834,20
56692835,20
56692837,20
56692838,28.72
56692839,20
56692840,188.65
56692841,20
56692842,21.1
56692843,20
56692844,20
56692846,20
56692847,70.01
56692848,20
56692849,52.52
56692850,20
56692851,20
56692853,67.81
56692854,20
56692856,20
56692857,20
56692858,20
56692859,20
56692860,20
56692861,20
56692862,49.82
56692863,20
56692864,283.8
56692865,43.6
56692866,33.28
56692867,29.79
56692868,31.73
56692869,20
56692870,66.18
56692872,20
56692873,56.14
56692874,20
56692875,29
56692876,64.47
56692877,20
56692878,151.56
56692880,20
56692881,20
56692882,20
56692884,20
56692886,20
56692888,55.41
56692889,20
56692890,31.12
56692891,73.34
56692892,110.37
56692894,20
56692895,20
56692896,32.76
56692897,20
56692898,20
56692899,20
56692900,20
56692901,20
56692902,20
56692903,20
56692904,20
56692905,44.3
56692906,20
56692907,161.78
56692908,20
56692909,46.56
56692911,22.11
56692913,74.82
56692914,27.8
56692915,20
56692916,20
56692917,20.26
56692918,20
56692919,49.01
56692921,193.52
56692922,68.48
56692923,170.62
56692928,20.72
56692929,32.53
56692932,20
56692934,36.88
56692935,87.87
56692936,68.07
56692937,500
56692938,117.76
56692940,27.95
56692941,48.42
56692945,111.67
56692946,441.46
56692948,79.46
56692950,56
56692951,20
56692952,20
56692953,34.03
56692954,28.7
56692955,20
56692956,20.87
56692957,20
56692958,20
56692959,20
56692960,20
56692961,20
56692962,63.07
56692963,25.24
56692964,20
56692966,20
56692968,34.64
56692971,68.3
56692972,94.41
56692976,20.72
56692977,33.69
56692978,69.04
56692980,458.45
56692982,147.47
56692985,20
56692986,186.38
56692987,94.6
56692989,339.32
56692991,20
56692992,23.15
56692994,500
56692995,35.92
56692996,458.63
56692999,77.77
56693000,23.2
56693002,48.62
56693003,331.1
56693004,164.73
56693007,50.07
56693009,20
56693012,20.03
56693013,20
56693014,441.46
56693017,33.74
56693023,65.64
56693025,97.09
56693027,323.84
56693031,58.67
56693033,20
56693034,331.1
56693035,56.32
56693038,20
56693039,20
56693040,129.77
56693042,20
56693043,20
56693044,20
56693045,20
56693046,20
56693047,20
56693048,24.69
56693049,400.27
56693050,20
56693051,43.62
56693052,88.66
56693053,81.64
56693056,30.47
56693057,107.53
56693058,160.09
56693059,129.53
56693061,112.79
56693062,20
56693063,32.51
56693064,264.88
56693065,52.27
56693067,30.83
56693068,20.51
56693069,31.87
56693070,38.15
56693071,30.86
56693072,52.02
56693073,36.02
56693074,34.68
56693075,20
56693077,25.51
56693078,47.99
56693079,20
56693080,20
56693081,45.67
56693082,90.52
56693083,220.73
56693084,60.21
56693086,23.44
56693087,31.74
56693088,26.23
56693089,20
56693090,20
56693092,108.76
56693095,38.17
56693096,161.3
56693097,25.65
56693098,108.95
56693099,22.77
56693101,264.88
56693103,35.52
56693105,82.77
56693106,239.76
56693107,127.85
56693109,60.2
56693110,323.84
56693111,400.27
56693112,132.44
56693113,20
56693114,32.05
56693115,20
56693116,20
56693119,20
56693120,165.55
56693122,20
56693123,500
56693124,161.92
56693125,20
56693126,35.93
56693127,36.8
56693128,167.36
56693130,71.96
56693131,37.07
56693132,41.71
56693133,152.58
56693134,20
56693135,23.44
56693137,61.08
56693138,54.69
56693139,73.58
56693141,20
56693142,48.82
56693143,23.13
56693144,40.07
56693145,113.27
56693146,500
56693147,500
56693148,100.49
56693149,30.95
56693151,205.27
56693152,38.1
56693154,20
56693155,27.26
56693156,20
56693158,413.31
56693159,162.74
56693160,216.07
56693161,25.81
56693162,20
56693164,20
56693165,32.05
56693167,24.37
56693168,20
56693169,20
56693170,20
56693172,165.55
56693173,215.89
56693174,40.48
56693175,161.92
56693176,20
56693177,161.92
56693178,20.17
56693179,28.06
56693181,129.1
56693182,175.07
56693184,27.72
56693185,500
56693188,132.44
56693189,61.79
56693190,20
56693191,23.62
56693198,20
56693201,220.73
56693202,20
